EVTDESC5556000;Fighting across the field, you see an enemy soldier cut off from the others. While you can't tell who, it's clear that they must be a highborn noble.;Alors que vous vous battez sur le champ de bataille, vous apercevez un soldat ennemi s'extirper des rangs. Si vous n'arrivez pas à voir de qui il s'agit, vous êtes par contre sûr qu'il s'agit d'un noble de haute naissance.;Fighting across the field, you see an enemy soldier cut off from the others. While you can't tell who, it's clear that they must be a highborn noble.;;Fighting across the field, you see an enemy soldier cut off from the others. While you can't tell who, it's clear that they must be a highborn noble.;;;;;;;;x
EVTDESC5556001;You were separated from your men in the chaos of battle, and now find yourself in the midst of war. As you scan the field and try to rejoin your forces, you see [Root.duel_challenger.GetBestName] break through the enemy ranks and charge you!;Dans le chaos des combats, vous avez été séparé de vos hommes et vous trouvez désormais en plein milieu de la bataille. Alors que vous tentez de rejoindre vos forces, vous apercevez [Root.duel_challenger.GetBestName] qui se fraye un chemin à travers les rangs ennemis avant de vous charger !;You were separated from your men in the chaos of battle, and now find yourself in the midst of war. As you scan the field and try to rejoin your forces, you see [Root.duel_challenger.GetBestName] break through the enemy ranks and charge you!;;You were separated from your men in the chaos of battle, and now find yourself in the midst of war. As you scan the field and try to rejoin your forces, you see [Root.duel_challenger.GetBestName] break through the enemy ranks and charge you!;;;;;;;;x
EVTDESC5556002;As you get closer, you realize the enemy soldier is [Root.duel_challenged.GetBestName].;En vous rapprochant, vous réalisez que le soldat ennemi n'est autre que [Root.duel_challenged.GetBestName].;As you get closer, you realize the enemy soldier is [Root.duel_challenged.GetBestName].;;As you get closer, you realize the enemy soldier is [Root.duel_challenged.GetBestName].;;;;;;;;x
EVTDESC5556003;As you get closer, you realize the enemy soldier is [Root.duel_challenged.GetBestName]. Seeing you charge across the field toward [Root.duel_challenged.GetHerHim], [Root.duel_challenged.GetSheHe] turns and flees. You pursue, but lose track of [Root.duel_challenged.GetHerHim] in the chaos.;En vous rapprochant, vous réalisez que le soldat est ennemi n'est autre que [Root.duel_challenged.GetBestName]. Remarquant votre charge à travers le champs de bataille pour l'affronter, [Root.duel_challenged.GetSheHe] se retourne et fuit. Vous le(a) poursuivez, mais perdez sa trace dans le chaos des combats. ;As you get closer, you realize the enemy soldier is [Root.duel_challenged.GetBestName]. Seeing you charge across the field toward [Root.duel_challenged.GetHerHim], [Root.duel_challenged.GetSheHe] turns and flees. You pursue, but lose track of [Root.duel_challenged.GetHerHim] in the chaos.;;As you get closer, you realize the enemy soldier is [Root.duel_challenged.GetBestName]. Seeing you charge across the field toward [Root.duel_challenged.GetHerHim], [Root.duel_challenged.GetSheHe] turns and flees. You pursue, but lose track of [Root.duel_challenged.GetHerHim] in the chaos.;;;;;;;;x
EVTDESC5556004;You turn to face [Root.duel_challenger.GetTitledFirstName]... and [Root.duel_challenger.GetSheHe] breaks [Root.duel_challenger.GetHerHis] charge and flees. You pursue, but lose track of [Root.duel_challenger.GetHerHim] in the chaos.;Vous vous retournez pour faire face à [Root.duel_challenger.GetTitledFirstName] lorsqu' [Root.duel_challenger.GetSheHe] stoppe sa charge et s'enfuit. Vous le(a) poursuivez, mais perdez sa trace dans le chaos des combats.;You turn to face [Root.duel_challenger.GetTitledFirstName]... and [Root.duel_challenger.GetSheHe] breaks [Root.duel_challenger.GetHerHis] charge and flees. You pursue, but lose track of [Root.duel_challenger.GetHerHim] in the chaos.;;You turn to face [Root.duel_challenger.GetTitle] [Root.duel_challenger.GetFirstName]... and [Root.duel_challenger.GetSheHe] breaks [Root.duel_challenger.GetHerHis] charge and flees. You pursue, but lose track of [Root.duel_challenger.GetHerHim] in the chaos.;;;;;;;;x
EVTDESC5556005;You run away from [Root.round_winner.GetTitledFirstName] as hard as your legs will carry you. Seeing you run demoralises your troops, but at least you are still alive.;You run away from [Root.round_winner.GetTitledFirstName] as hard as your legs will carry you. Seeing you run demoralises your troops, but at least you are still alive.;You run away from [Root.round_winner.GetTitledFirstName] as hard as your legs will carry you. Seeing you run demoralises your troops, but at least you are still alive.;;You run away from [Root.round_winner.GetTitledFirstName] as hard as your legs will cary you. Seeing you run demoralises your troops, but at least you are still alive.;;;;;;;;x
EVTOPTA5556005;Better to live to fight again another day.;;;;;;;;;;;;x
EVTDESC5556100;As [Root.round_loser.GetBestName] falls before you, [Root.round_loser.GetHerHis] soldiers look on and begin to lose hope.;Alors que vous venez de défaire [Root.round_loser.GetBestName], ses soldats commence à douter et à perdre espoir.;As [Root.round_loser.GetBestName] falls before you, [Root.round_loser.GetHerHis] soldiers look on and begin to lose hope.;;As [Root.round_loser.GetBestName] falls before you, [Root.round_loser.GetHerHis] soldiers look on and begin to lose hope.;;;;;;;;x
EVTDESC5556101;[Root.round_loser.GetBestName] lies helpless at your feet, [Root.round_loser.GetHerHis] weapon discarded and yours at [Root.round_loser.GetHerHis] throat.;[Root.round_loser.GetBestName] est étendu impuissant à vos pieds, son arme brisée et la votre à sa gorge. ;[Root.round_loser.GetBestName] lies helpless at your feet, [Root.round_loser.GetHerHis] weapon discarded and yours at [Root.round_loser.GetHerHis] throat.;;[Root.round_loser.GetBestName] lies helpless at your feet, [Root.round_loser.GetHerHis] weapon discarded and yours at [Root.round_loser.GetHerHis] throat.;;;;;;;;x
EVTDESC5556102;You are defeated. [Root.round_winner.GetBestName] takes you prisoner.;Vous êtes défait. [Root.round_winner.GetBestName] vous garde prisonnier.;You are defeated. [Root.round_winner.GetBestName] takes you prisoner.;;You are defeated. [Root.round_winner.GetBestName] takes you prisoner.;;;;;;;;x
EVTDESCDUEL105;You easily break through [Root.round_loser.GetBestName]'s guard and knock [Root.round_loser.GetHerHim] to the ground. [Root.round_loser.GetSheHeCap] lies sprawled at your feet, completely at your mercy.;Vous brisez facilement la garde de [Root.round_loser.GetBestName] et le mettez à terre. [Root.round_loser.GetSheHeCap] est à vos pieds, complètement à votre merci.;You easily break through [Root.round_loser.GetBestName]'s guard and knock [Root.round_loser.GetHerHim] to the ground. [Root.round_loser.GetSheHeCap] lies sprawled at your feet, completely at your mercy.;;You easily break through [Root.round_loser.GetBestName]'s guard and knock [Root.round_loser.GetHerHim] to the ground. [Root.round_loser.GetSheHeCap] lies sprawled at your feet, completely at your mercy.;;;;;;;;x
EVTDESCDUEL106;[Root.round_winner.GetBestName] overwhelms your defense and, with a mighty blow, sends you sprawling to the ground. You look up at [Root.round_winner.GetHerHim] towering above you, ready to deliver the finishing blow...;[Root.round_winner.GetBestName] déborde votre défense et, d'un coup puissant, vous projette à terre. Vous levez les yeux vers lui. Sa silhouette imposante se dresse au dessus de vous, prête à vous donner le coup de grâce...;[Root.round_winner.GetBestName] overwhelms your defense and, with a mighty blow, sends you sprawling to the ground. You look up at [Root.round_winner.GetHerHim] towering above you, ready to deliver the finishing blow...;;[Root.round_winner.GetBestName] overwhelms your defense and, with a mighty blow, sends you sprawling to the ground. You look up at [Root.round_winner.GetHerHim] towering above you, ready to deliver the finishing blow...;;;;;;;;x
EVTDESCDUEL107;[Root.round_loser.GetBestName] drops [Root.round_loser.GetHerHis] weapon and throws up [Root.round_loser.GetHerHis] hands. "Yield! I yield!";[Root.round_loser.GetBestName] lâche son arme et lève ses mains. "Je me rends! Je me rends!";[Root.round_loser.GetBestName] drops [Root.round_loser.GetHerHis] weapon and throws up [Root.round_loser.GetHerHis] hands. "Yield! I yield!";;[Root.round_loser.GetBestName] drops [Root.round_loser.GetHerHis] weapon and throws up [Root.round_loser.GetHerHis] hands. "Yield! I yield!";;;;;;;;x
EVTDESCDUEL108;[Root.round_winner.GetFirstName] lowers the point of [Root.round_winner.GetHerHis] weapon and extends a hand. "I accept," [Root.round_winner.GetSheHe] says, "back on your feet.";[Root.round_winner.GetFirstName] abaisse son arme et tend sa main. "J'accepte", dit-[Root.round_winner.GetSheHe], "Relève toi".;[Root.round_winner.GetFirstName] lowers the point of [Root.round_winner.GetHerHis] weapon and extends a hand. "I accept," [Root.round_winner.GetSheHe] says, "back on your feet.";;[Root.round_winner.GetFirstName] lowers the point of [Root.round_winner.GetHerHis] weapon and extends a hand. "I accept," [Root.round_winner.GetSheHe] says, "back on your feet.";;;;;;;;x
EVTDESCDUEL109;[Root.round_winner.GetFirstName] looks down at you without a hint of emotion on [Root.round_winner.GetHerHis] face./n"No."/nAll goes dark.;[Root.round_winner.GetFirstName] vous regarde de haut sans la moindre émotion sur son visage.\n"La mort pour seule récompense !"\nTout devient noir.;[Root.round_winner.GetFirstName] looks down at you without a hint of emotion on [Root.round_winner.GetHerHis] face./n"No."/nAll goes dark.;;[Root.round_winner.GetFirstName] looks down at you without a hint of emotion on [Root.round_winner.GetHerHis] face./n"No."/nAll goes dark.;;;;;;;;x
EVTDESCDUEL10;You and [Root.duel_challenged.GetBestName] recover from the furious fight, and are ready for another round. You scan [Root.duel_challenged.GetHerHim] to see if [Root.duel_challenged.GetSheHe] is getting tired yet.;You and [Root.duel_challenged.GetBestName] recover from the furious fight, and are ready for another round. You scan [Root.duel_challenged.GetHerHim] to see if [Root.duel_challenged.GetSheHe] is getting tired yet.;You and [Root.duel_challenged.GetBestName] recover from the furious fight, and are ready for another round. You scan [Root.duel_challenged.GetHerHim] to see if [Root.duel_challenged.GetSheHe] is getting tired yet.;;You and [Root.duel_challenged.GetBestName] recover from the furious fight, and are ready for another round. You scan [Root.duel_challenged.GetHerHim] to see if [Root.duel_challenged.GetSheHe] is getting tired yet.;;;;;;;;x
EVTDESCDUEL110;[Root.round_winner.GetBestName] strikes, but you roll to dodge just in time, taking no more than a flesh wound. You force yourself back to your feet and hold your weapon ready.;[Root.round_winner.GetBestName] frappe, mais vous roulez juste à temps pour esquiver le coup et ne recevez qu'une très légère blessure. Vous vous relevez et empoignez votre arme avec force.;[Root.round_winner.GetBestName] strikes, but you roll to dodge just in time, taking no more than a flesh wound. You force yourself back to your feet and hold your weapon ready.;;[Root.round_winner.GetBestName] strikes, but you roll to dodge just in time, taking no more than a flesh wound. You force yourself back to your feet and hold your weapon ready.;;;;;;;;x
EVTDESCDUEL111;You strike, but [Root.round_loser.GetBestName] rolls to the side, wounded but still very much alive. [Root.round_loser.GetSheHeCap] rises to [Root.round_loser.GetHerHis] feet and readies [Root.round_loser.GetHerHis] weapon once again.;Vous frappez, mais [Root.round_loser.GetBestName] roule sur le côté, blessé mais toujours bien vivant.  [Root.round_loser.GetSheHeCap] se remet sur ses jambes et empoigne à nouveau son arme.;You strike, but [Root.round_loser.GetBestName] rolls to the side, wounded but still very much alive. [Root.round_loser.GetSheHeCap] rises to [Root.round_loser.GetHerHis] feet and readies [Root.round_loser.GetHerHis] weapon once again.;;You strike, but [Root.round_loser.GetBestName] rolls to the side, wounded but still very much alive. [Root.round_loser.GetSheHeCap] rises to [Root.round_loser.GetHerHis] feet and readies [Root.round_loser.GetHerHis] weapon once again.;;;;;;;;x
EVTDESCDUEL112;[Root.round_loser.GetBestName] is beaten to the ground, unable to withstand your attack. You have wounded [Root.round_loser.GetHerHim], but [Root.round_loser.GetBestName] stands back up, determined to fight on.;[Root.round_loser.GetBestName] est au sol, incapable de résister à votre attaque. Vous l'avez blessé, mais [Root.round_loser.GetBestName] se relève, déterminé à combattre.;[Root.round_loser.GetBestName] is beaten to the ground, unable to withstand your attack. You have wounded [Root.round_loser.GetHerHim], but [Root.round_loser.GetBestName] stands back up, determined to fight on.;;[Root.round_loser.GetBestName] is beaten to the ground, unable to withstand your attack. You have wounded [Root.round_loser.GetHerHim], but [Root.round_loser.GetBestName] stands back up, determined to fight on.;;;;;;;;x
EVTDESCDUEL113;[Root.round_loser.GetBestName] scrambles to [Root.round_loser.GetHerHim] feet and runs away like the coward [Root.round_loser.GetSheHe] is. The fight is over.;[Root.round_loser.GetBestName] scrambles to [Root.round_loser.GetHerHim] feet and runs away like the coward ]Root.round_loser.GetSheHe] is. The fight is over.;[Root.round_loser.GetBestName] scrambles to [Root.round_loser.GetHerHim] feet and runs away like the coward [Root.round_loser.GetSheHe] is. The fight is over.;;[Root.round_loser.GetBestName] scrambles to [Root.round_loser.GetHerHim] feet and runs away like the coward [Root.round_loser.GetSheHe] is. The fight is over.;;;;;;;;x
EVTDESCDUEL11;You and [Root.duel_challenged.GetBestName] are getting ready to cross arms yet another time. Surely [Root.duel_challenged.GetSheHe] must be nearly beaten now?;You and [Root.duel_challenged.GetBestName] are getting ready to cross arms yet another time. Surely [Root.duel_challenged.GetSheHe] must be nearly beaten now?;You and [Root.duel_challenged.GetBestName] are getting ready to cross arms yet another time. Surely [Root.duel_challenged.GetSheHe] must be nearly beaten now?;;You and [Root.duel_challenged.GetBestName] are getting ready to cross arms yet another time. Surely [Root.duel_challenged.GetSheHe] must be nearly beaten now?;;;;;;;;x
EVTDESCDUEL12;You and [Root.duel_challenger.GetBestName] recover from the furious fight, and are ready for another round. You scan [Root.duel_challenger.GetHerHim] to see if [Root.duel_challenger.GetSheHe] is getting tired yet.;You and [Root.duel_challenger.GetBestName] recover from the furious fight, and are ready for another round. You scan [Root.duel_challenger.GetHerHim] to see if [Root.duel_challenger.GetSheHe] is getting tired yet.;You and [Root.duel_challenger.GetBestName] recover from the furious fight, and are ready for another round. You scan [Root.duel_challenger.GetHerHim] to see if [Root.duel_challenger.GetSheHe] is getting tired yet.;;You and [Root.duel_challenger.GetBestName] recover from the furious fight, and are ready for another round. You scan [Root.duel_challenger.GetHerHim] to see if [Root.duel_challenger.GetSheHe] is getting tired yet.;;;;;;;;x
EVTDESCDUEL13;You and [Root.duel_challenger.GetBestName] are getting ready to cross arms yet another time. Surely [Root.duel_challenger.GetSheHe] must be nearly beaten now?;You and [Root.duel_challenger.GetBestName] are getting ready to cross arms yet another time. Surely [Root.duel_challenger.GetSheHe] must be nearly beaten now?;You and [Root.duel_challenger.GetBestName] are getting ready to cross arms yet another time. Surely [Root.duel_challenger.GetSheHe] must be nearly beaten now?;;You and [Root.duel_challenger.GetBestName] are getting ready to cross arms yet another time. Surely [Root.duel_challenger.GetSheHe] must be nearly beaten now?;;;;;;;;x
EVTDESCDUEL201;[Root.round_loser.GetBestName] tries to fight back, but you force your way through, easily overpowering [Root.round_loser.GetHerHis] pathetic defense. You strike for [Root.round_loser.GetHerHis] heart with all your might!;[Root.round_loser.GetBestName] tente de résister, mais vous imposez votre rythme, passant facilement à travers sa pathétique défense. De toute votre force, vous frappez droit vers son coeur !;[Root.round_loser.GetBestName] tries to fight back, but you force your way through, easily overpowering [Root.round_loser.GetHerHis] pathetic defense. You strike for [Root.round_loser.GetHerHis] heart with all your might!;;[Root.round_loser.GetBestName] tries to fight back, but you force your way through, easily overpowering [Root.round_loser.GetHerHis] pathetic defense. You strike for [Root.round_loser.GetHerHis] heart with all your might!;;;;;;;;x
EVTDESCDUEL202;You try to hold [Root.round_winner.GetBestName] back, but [Root.round_winner.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [Root.round_winner.GetSheHe] needs...;Vous essayez de repousser [Root.round_winner.GetBestName], mais son attaque est imparable ! Vous êtes déstabilisé pendant une seconde, et une seconde c'est tout ce dont [Root.round_winner.GetSheHe] a besoin...;You try to hold [Root.round_winner.GetBestName] back, but [Root.round_winner.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [Root.round_winner.GetSheHe] needs...;;You try to hold [Root.round_winner.GetBestName] back, but [Root.round_winner.GetHerHis] onslaught is unstoppable! You only slip once, but once is all [Root.round_winner.GetSheHe] needs...;;;;;;;;x
EVTDESCDUEL203;[Root.round_loser.GetBestName] crumples to the ground, lifeless. You wipe [Root.round_loser.GetHerHis] blood from your weapon. The deed is done. [Root.round_loser.GetSheHeCap] is dead.;[Root.round_loser.GetBestName] gît à terre, du sang s'écoulant de la blessure fatale que vous lui avez infligé. Vous essuyez votre arme avec de la terre. C'est fait. [Root.round_loser.GetSheHeCap] est mort.;[Root.round_loser.GetBestName] crumples to the ground, lifeless. You wipe [Root.round_loser.GetHerHis] blood from your weapon. The deed is done. [Root.round_loser.GetSheHeCap] is dead.;;[Root.round_loser.GetBestName] crumples to the ground, lifeless. You wipe [Root.round_loser.GetHerHis] blood from your weapon. The deed is done. [Root.round_loser.GetSheHeCap] is dead.;;;;;;;;x
EVTDESCDUEL2;You and [Root.duel_challenged.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenged.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenged.GetHerHis] defense that you could possibly exploit.;Avec [Root.duel_challenged.GetBestName], vous vous tournez lentement autour, raidis et concentrés. Vous tentez de percevoir le moindre signe de faiblesse chez lui, la moindre ouverture dans sa défense, que vous pourriez peut-être exploiter.;You and [Root.duel_challenged.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenged.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenged.GetHerHis] defense that you could possibly exploit.;;You and [Root.duel_challenged.GetBestName] slowly circle each other, tense and focused. You scan [Root.duel_challenged.GetHerHim] for any sign of weakness, any opening in [Root.duel_challenged.GetHerHis] defense that you could possibly exploit.;;;;;;;;x
EVTDESCDUEL301;You and [Root.duel_challenged.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;Vous vous trouvez à l'extrémité de la lice, face à [Root.duel_challenged.GetBestName]. Vos chevaux s'ébrouent, les bannières claquent au vent et la foule silencieuse attend fébrilement. Vous abaissez votre bassinet et préparez votre lance. ;You and [Root.duel_challenged.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;You and [Root.duel_challenged.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;;;;;;;x
EVTDESCDUEL302;You and [Root.duel_challenger.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;Vous vous trouvez à l'extrémité de la lice, face à [Root.duel_challenger.GetBestName]. Vos chevaux s'ébrouent, les bannières claquent au vent et la foule silencieuse attend fébrilement. Vous abaissez votre bassinet et préparez votre lance. ;You and [Root.duel_challenger.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;You and [Root.duel_challenger.GetBestName] sit atop your horses at opposite ends of the lists. Banners flap in the wind and the crowd looks on in rapt expectation. You brace yourself and ready your lance.;;;;;;;;x
EVTDESCDUEL303;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;La foule rugit tandis que les sabots martèlent la lice. Vous vous penchez sur votre monture, la lance en avant, une goutte de sueur perle le long de votre cou. Un moment la tension s'empare de vous, puis vous sentez le choc à travers votre bras alors que votre lance frappe votre adversaire.;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;;The crowd roars and hooves beat against the dirt. You lean into your charge, lance extended forward, sweat dripping from your brow. For a moment, the tension grips you completely. And then you feel the shock run down your arm, as your lances crashes into your opponent!;;;;;;;;x
