fashion;Fashionable;A la mode;;;Elegante;;;;;;;;;x
fashion_desc;This character really knows how to dress, always drawing attention to themself!;Ce personnage sait vraiment s'habiller ! Attirant toujours l’attention sur lui.;;;Este personaje sabe como vestirse adecuadamente y siempre es el centro de las miradas;;;;;;;;;x
EVTDESCmisc_traits.1;You seem to be very interested in the garments the courtiers are wearing. Yet... not in the usual lustful way. You are actually interested in the fabrics themselves, not just what’s underneath them!;Vous semblez être très intéressé(e) par les vêtements que portent les courtisans. Mais... pas de la façon lubrique habituelle. Vous êtes en réalité plus intéressé(e) par les tissus eux-mêmes que par ce qui se cache dessous !;;;Pareces muy interesado en las vestimentas de los cortesanos, en sus colores y los diferentes tipos de telas;;;;;;;;;x
EVTOPTAmisc_traits.1;This is interesting...;C'est intéressant...;;;Esto es interesante;;;;;;;;;x
EVTOOLTIPmisc_traits.1;I wonder what [Root.Guardian.GetBestName] will think about this...;Je me demande ce que [Root.Guardian.GetBestName] va penser de ceci...;;;Me gustaría saber que piensa [Root.Guardian.GetBestName] de todo eso;;;;;;;;;x
EVTDESCmisc_traits.2;[From.GetBestName] seems to be very interested in the garments some of the courtiers are wearing. Yet... not in the usual lustful way. [From.GetBestName] is also interested in the fabrics themselves, not just what’s underneath them!;[From.GetBestName] semble très intéressé(e) par les vêtements que portent les courtisans. Mais pas... d'une façon perverse. [From.GetBestName] est en réalité plus intéressé(e) par les tissus eux-mêmes que par ce qui se cache dessous ! ;;;[From.GetBestName] parece muy interesado en las vestimentas cortesanas, en sus colores y en sus tejidos.;;;;;;;;;x
EVTOPTAmisc_traits.2;It's harmless...;C'est inoffensif...;;;No le hará daño;;;;;;;;;x
EVTOPTBmisc_traits.2;Stop it! Concentrate on the more important things in life!;Assez ! Il y a des choses plus importantes dans la vie !;;;Que pare. Hay cosas en la vida mucho más importantes;;;;;;;;;x
EVTDESCmisc_traits.3;[From.GetBestName] does not mind that I'm playing with the dresses.;[From.GetBestName] se moque que je joue avec les robes.;;;[From.GetBestName] no se molesta porque juegue con vestidos.;;;;;;;;;x
EVTDESCmisc_traits.4;[From.GetBestName] does not mind that I'm playing with the dresses.;[From.GetBestName] n'apprécie guère que je joue avec les robes.;;;A [From.GetBestName] no le gusta que juegue con vestidos;;;;;;;;;x
EVTOOLTIPmisc_traits.3;[From.GetBestName] starts dressing with more flair.;[From.GetBestName] commence à s'habiller avec plus de goût.;;;[From.GetBestName] parece que enpieza a vestirse de manera más elegante;;;;;;;;;x
EVTOOLTIPmisc_traits.4;[From.GetBestName] doesn't seem that affected...;[From.GetBestName] ne semble pas tellement affecté(e)...;;;[From.GetBestName] no parece afectado;;;;;;;;;x
EVTDESCmisc_traits.5;When you talk, other children your age stop and listen. You decide to try and speak in that tone to the adults as well...;Lorsque vous parlez, les enfants de votre âge arrêtent tout pour vous écouter. Vous décidez d’essayer ce même ton avec les adultes...;;;Cuando hablas en serio los otros niños se callan y te escuchan, así que has decidido hablar así a todo el mundo;;;;;;;;;x
EVTDESCmisc_traits.6;[From.GetBestName] adopts a very authoritative tone of voice with everyone, including [From.GetHerHis] elders and you.;[From.GetBestName] adopte un ton très autoritaire avec n'importe qui, y compris ses aînés et vous-même.;;;[From.GetBestName] ha empezado a hablar de manera autoritaria a todo el mundo, incluidos sus mayores y por supuesto a ti;;;;;;;;;x
EVTOPTAmisc_traits.6;Good to see [From.GetHerHim] act like the noble [From.GetSheHe] is.;Une bonne chose, [From.GetBestName] se conduit comme le(a) noble qu'[From.GetSheHe] est et pas comme la racaille du commun.;;;Está bien que [From.GetBestName] se comporte como el noble que es y no como la gente común;;;;;;;;;x
EVTOOLTIPmisc_traits.7;[From.GetBestName] will become more authoritative.;[From.GetBestName] va devenir plus autoritaire.;;;[From.GetBestName] será más autoritativo;;;;;;;;;x
EVTOPTBmisc_traits.6;Better not use that tone with me KID!;Il vaudrait mieux ne pas utiliser ce ton-là avec moi, petit(e) !;;;¡No uses ese tono conmigo!;;;;;;;;;x
EVTOOLTIPmisc_traits.8;You slap [From.GetBestName].;Vous giflez [From.GetBestName].;;;Abofeteas a [From.GetBestName].;;;;;;;;;x
EVTDESCmisc_traits.7;[From.GetBestName] encourages me to be more authoritative.;[From.GetBestName] m'encourage à être plus autoritaire.;;;[From.GetBestName] dice que siempre tengo que mostrar mi autoridad;;;;;;;;;x
EVTDESCmisc_traits.8;[From.GetBestName] slaps me and tells me not to talk to my elders and superiors in that tone.;[From.GetBestName] m'a donné une gifle et m'a dit de ne plus parler ainsi à mes aînés et supérieurs.;;;[From.GetBestName] me abofeteo y me dice que no use ese tono con mis mayores o superiores;;;;;;;;;x
#authoritative;Authoritative;Autoritaire;;;Autoritativo;;;;;;;;;x
#authoritative_desc;When this character speaks, they speak with a natural authoritative tone;Lorsque ce personnage parle, il s'exprime avec un ton naturellement autoritaire;;;Cuando este personaje habla siempre lo hace con un tono natural de autoridad;;;;;;;;;x
EVTDESCmisc_traits.9;You have great fun provoking people with rude remarks.;Vous avez grand plaisir à provoquer les gens avec des remarques grossières.;;;;;;;;;;;;x
EVTDESCmisc_traits.10;[From.GetBestName] is very rude to people in your court...;[From.GetBestName] est très grossier(e) avec les gens de votre cour...;;;;;;;;;;;;x
EVTOPTAmisc_traits.10;You find it amusing and do nothing to discourage it.;Vous trouvez cela amusant et ne faites rien pour le(a) décourager.;;;;;;;;;;;;x
EVTOOLTIPmisc_traits.11;[From.GetBestName] makes a habit of it, and become a very rude person.;[From.GetBestName] en fait une habitude et devient une personne très grossière.;;;;;;;;;;;;x
EVTOPTBmisc_traits.10;Scold [From.GetTitledFirstName] for [From.GetHerHis] behavior, [From.GetSheHe] is embarrassing you!;Gronder [From.GetBestName] pour son comportement, [From.GetSheHe] vous fait honte ! ;;;;;;;;;;;;x
EVTOOLTIPmisc_traits.12;[From.GetBestName] might not like you scolding [From.GetHerHim], and might not even listen...;[From.GetBestName] pourrait ne pas aimer être grondé(e) et pourrait même ne pas vous écouter... ;;;;;;;;;;;;x
EVTDESCmisc_traits.11;[From.GetBestName] doesn't mind you being rude to other people.;[From.GetBestName] ne fait aucune objection à ce que vous soyez grossier avec les autres personnes. ;;;;;;;;;;;;x
EVTDESCmisc_traits.12;[From.GetBestName] scolds you for embarrassing [From.GetHerHim]!;[From.GetBestName] vous reproche de l'avoir mis(e) dans l'embarras !;;;;;;;;;;;;x
#familyperson;Family Person;Attaché(e) à la famille;;;;;;;;;;;;x
#familyperson_desc;This character will do more than most for their kinsmen.;Ce personnage fera tout ce qu'il peut pour sa parenté.;;;;;;;;;;;;x
EVTDESCmisc_traits.13;While playing with the other children you seem to favor those who are the closest of relations.;Lorsque vous jouez avec d'autres enfants, vous semblez favoriser ceux qui sont proches de vous par le sang.;;;;;;;;;;;;x
EVTDESCmisc_traits.14;When [From.GetBestName] plays with the other children, [From.GetSheHeCap] seems to favor those who are the closest of relations.;Lorsque [From.GetBestName] joue avec d'autre enfants, [From.GetSheHe] semble favoriser ceux qui lui sont proches par le sang. ;;;;;;;;;;;;x
EVTOPTAmisc_traits.14;Explain to [From.GetHerHim] how important family is.;Expliquer à [From.GetBestName] combien la famille est importante.;;;;;;;;;;;;x
EVTOOLTIPmisc_traits.15;[From.GetBestName] will become more family orientated.;[From.GetBestName] va d’avantage s’attacher à sa famille.;;;;;;;;;;;;x
EVTOPTBmisc_traits.14;Explain to [From.GetHerHim] that everyone is equal.;Expliquer à [From.GetBestName] que tout le monde est égal.;;;;;;;;;;;;x
EVTOOLTIPmisc_traits.16;[From.GetBestName] will try to be nicer to other people as well...;[From.GetBestName] va aussi essayer d'être plus gentil(le) avec les autres personnes...;;;;;;;;;;;;x
EVTDESCmisc_traits.15;[From.GetBestName] explained to me how important family is.;[From.GetBestName] m'a expliqué(e) combien la famille est importante. ;;;;;;;;;;;;x
EVTDESCmisc_traits.16;[From.GetBestName] explained that everyone is equal. I should try to be nicer to other people as well...;[From.GetBestName] m'a expliqué(e) que tout le monde est égal. Je devrais essayer d'être plus gentil(le) avec les autres...;;;;;;;;;;;;x
#selfish;Selfish;Egoïste;;;;;;;;;;;;x
#selfish_desc;This character is very selfish.;Ce personnage est particulièrement égoïste.;;;;;;;;;;;;x
EVTDESC420016;While playing with the other children you seem to favor yourself over the other children...;Lorsque vous jouez avec d'autres enfants, vous semblez vous favoriser vous-mêmes au détriments des autres jeunes...;;;;;;;;;;;;x
EVTDESCmisc_traits.18;You notice [From.GetBestName] is acting very selfish while playing with other children.;Vous remarquez que [From.GetBestName] se comporte de façon égoïste lorsqu'[From.GetSheHe] joue avec d'autres enfants.;;;;;;;;;;;;x
EVTOPTAmisc_traits.18;Who cares.... I have better things to do...;Qui s'en soucie... J'ai des choses plus importantes à faire...;;;;;;;;;;;;x
EVTOOLTIPmisc_traits.19;[From.GetBestName] will grow up to be selfish...;[From.GetBestName] va grandir et devenir égoïste...;;;;;;;;;;;;x
EVTOPTBmisc_traits.18;I will try to explain to [From.GetFirstName] why being selfish is wrong...;Je vais essayer d'expliquer à [From.GetBestName] pourquoi être égoïste n'est pas bien... ;;;;;;;;;;;;x
EVTOOLTIPmisc_traits.20;[From.GetBestName] will heed your advice.;[From.GetBestName] va tenir compte de votre conseil. ;;;;;;;;;;;;x
EVTDESCmisc_traits.19;I think I'm very important to myself! Infact... I'm the most important person in the whole world!;Je pense que je suis très important(e) pour moi-même ! En fait... je suis la personne la plus importante du monde entier !;;;;;;;;;;;;x
#stubborn;Stubborn;Têtu(e);;;;;;;;;;;;x
#stubborn_desc;This character is very stubborn.;Ce personnage est très têtu;;;;;;;;;;;;x
EVTDESCmisc_traits.21;You refuse to listen to others and just do what you think it right.;Vous refusez d'écouter les autres et faites seulement ce que vous pensez être juste. ;;;;;;;;;;;;x
EVTDESCmisc_traits.22;You notice [From.GetBestName] is being very stubborn when [From.GetSheHe] plays with the other children.;Vous remarquez que [From.GetBestName] est très têtu(e) lorsqu'[From.GetSheHe] joue avec d'autres enfants. ;;;;;;;;;;;;x
EVTOOLTIPmisc_traits.23;[From.GetBestName] will grow up to be stubborn...;[From.GetBestName] va grandir et devenir têtu(e)...;;;;;;;;;;;;x
EVTOPTBmisc_traits.22;I will try to explain to [From.GetFirstName] why being stubborn is wrong...;Je vais essayer d'expliquer à [From.GetBestName] pourquoi être têtu n'est pas une bonne chose...;;;;;;;;;;;;x
EVTDESCmisc_traits.23;[From.GetBestName] doesn't mind my behavior.;[From.GetBestName] n'apprécie pas mon comportement. ;;;;;;;;;;;;x
EVTDESCmisc_traits.24;[From.GetBestName] explained to me how wrong it is to be unnecessarily stubborn.;[From.GetBestName] m'a expliqué(e) combien il est mal d'être inutilement têtu.;;;;;;;;;;;;x
blackwood;Blackwood;Nerbosc;;;;;;;;;;;;x
blackwood_desc;House Blackwood have a bitter feud against their neighbors the Brackens, coming from the Age of Heroes when both houses ruled as kings.;La Maison Nerbosc et ses voisins les Brackens se livrent une querelle ancestrale qui remonte à l'Age des Héros, quand les deux Maisons régnaient comme rois.;;;;;;;;;;;;x
bracken;Bracken;Bracken;;;;;;;;;;;;x
bracken_desc;House Bracken have a bitter feud against their neighbors the Blackwoods, coming from the Age of Heroes when both houses ruled as kings.;La Maison Bracken et ses voisins les Nerboscs se livrent une querelle ancestrale qui remonte à l'Age des Héros, quand les deux Maisons régnaient comme rois.;;;;;;;;;;;;x
blind;Blind;Aveugle;;;;;;;;;;;;x
blind_desc;This character cannot see, due to injury or disease.;Suite à une blessure ou à une maladie, ce personnage a perdu l’usage de ses yeux ;;;;;;;;;;;;x
turncloak;Turncloak;Tourne-casaque;;;;;;;;;;;;x
turncloak_desc;This character betrayed their family and is despised for it.;Ce personnage a trahi sa famille et est méprisé pour cela;;;;;;;;;;;;x
ruthless;Ruthless;Impitoyable;;;;;;;;;;;;x
ruthless_desc;This character believes that the ends justify the means, and will stop at nothing to achieve their goals.;Ce personnage pense que la fin justifie les moyens et ne reculera devant rien pour atteindre ses objectifs.;;;;;;;;;;;;x
honorable;Honorable;Honorable;;;;;;;;;;;;x
honorable_desc;This character is a firm believer in the importance of duty, mercy, and honor.;Ce personnage croit fermement en l'importance du devoir, de la pitié et de l'honneur.;;;;;;;;;;;;x
EVTDESCmisc_traits.25;You're fed up with always losing games to the other children. You're faster and cleverer than they are, but whenever you find a way to win, they make up a new rule against it, and when you play on teams, your team always drags you down.;Vous en avez par-dessus la tête de perdre contre les autres enfants. Vous êtes plus rapide et intelligent(e) qu'eux mais à chaque fois que vous trouvez un moyen de gagner, ils créent une nouvelle règle pour vous en empêcher et lorsque vous jouez en équipe, la vôtre vous tire constamment vers le bas.;;;;;;;;;;;;x
EVTOPTAmisc_traits.25;I won't let them hold me back any more!;Je ne les laisserais plus me rabaisser !;;;;;;;;;;;;x
EVTTOOLTIPmisc_traits.26;reacts;réagit;;;;;;;;;;;;x
EVTDESCmisc_traits.26;Your [GetFromRelation] [From.GetFirstName] has started breaking the rules of the games [From.GetSheHe] plays with the other children. Apparently, [From.GetSheHe] thinks winning is more important than fair play.;Votre [GetFromRelation] [From.GetFirstName] a commencé à tricher lorsqu'[From.GetSheHe] joue avec les autres enfants.  Apparemment, [From.GetSheHe] pense que gagner est plus important que le fair-play. ;;;;;;;;;;;;x
EVTOPTAmisc_traits.26;[From.GetSheHeCap] learns quickly.;[From.GetSheHeCap] apprend vite.;;;;;;;;;;;;x
EVTOPTBmisc_traits.26;I'll have to put a stop to that.;Je dois mettre fin à tout ceci.;;;;;;;;;;;;x
EVTDESCmisc_traits.27;You've stopped playing by the stupid rules the other children make up, and made sure only to ever pick the best players for your team, and started winning the victories you always deserved. Even your [GetFromRelation] is impressed.;Vous avez cessé de jouer avec ces règles stupides que les autres enfants ont inventées, vous vous êtes assuré(e) de prendre seulement les meilleurs joueurs dans votre équipe et vous avez finalement commencé à remporter les victoires que vous aviez toujours méritées. Même votre [GetFromRelation] est impressionné(e).;;;;;;;;;;;;x
EVTOPTAmisc_traits.27;I'll do anything to win.;Je ferai tout pour gagner.;;;;;;;;;;;;x
EVTDESCmisc_traits.28;You tried to stop playing by the stupid rules the other children make up, and you managed to win a crushing victory. After that, though, your [GetFromRelation] took you aside and gave you a long talk about the importance of honor and fair play.;Vous avez tenté de ne plus suivre les règles imposées par vos camarades de jeu et avez réussi à remporter une victoire écrasante. Mais après le jeu, votre [GetFromRelation] vous a pris(e) à part et vous a longuement parlé(e) de l'importance de l'honneur et du fair-play.;;;;;;;;;;;;x
EVTOPTAmisc_traits.28;Maybe the rules aren't so stupid after all...;Peut-être les règles ne sont-elles pas si stupides après tout...;;;;;;;;;;;;x
EVTDESCmisc_traits.29;You did some thinking lately, and decided that from now on, you were going to follow the rules and treat everyone with respect, no matter what.;Vous avez longuement réfléchi ces dernier temps et avez décidé qu'à partir de maintenant vous alliez suivre les règles et traiter tout le monde avec respect, quoiqu'il se passe. ;;;;;;;;;;;;x
EVTOPTAmisc_traits.29;Honor is important.;L'honneur est important.;;;;;;;;;;;;x
EVTTOOLTIPmisc_traits.30;reacts;réagit;;;;;;;;;;;;x
EVTDESCmisc_traits.30;Your [GetFromRelation] [From.GetFirstName] always follows the rules, and refuses to cheat when playing games with the other children.;Votre [GetFromRelation] [From.GetFirstName] respecte toujours les règles et refuse de tricher lors des jeux avec les autres enfants. ;;;;;;;;;;;;x
EVTOPTAmisc_traits.30;[From.GetSheHeCap] is growing up to be a [From.GetManWoman] of honor.;[From.GetSheHeCap] grandit pour devenir un(e) [From.GetManWoman] d'honneur.;;;;;;;;;;;;x
EVTOPTBmisc_traits.30;[From.GetSheHeCap] shouldn't be held back by such foolish things.;[From.GetSheHeCap] ne devrait pas se retenir à cause de telles idioties. ;;;;;;;;;;;;x
EVTDESCmisc_traits.31;Your [GetFromRelation] is pleased with your new fair and honorable behavior.;Votre [GetFromRelation] est satisfait(e) de votre nouveau comportement honorable et juste.  ;;;;;;;;;;;;x
EVTOPTAmisc_traits.31;I'll always do the right thing.;Je ferai toujours ce qui est bien.;;;;;;;;;;;;x
EVTDESCmisc_traits.32;After seeing your new fair and honorable behavior, your [GetFromRelation] challenged you to a game of Cyvasse - and beat you through some of the dirtiest, most underhanded tricks you ever saw.;Après avoir constaté votre nouveau comportement, votre [GetFromRelation] vous a défié(e) au cyvosse et vous a promptement battu(e) en enchaînant les coups les plus tordus et les plus sournois qui vous aient été donnés de voir.;;;;;;;;;;;;x
EVTOPTAmisc_traits.32;Maybe it's alright to fight dirty sometimes.;Peut-être est-il parfois bon de jouer sournoisement.;;;;;;;;;;;;x
crippled;Crippled;Estropié;;;;;;;;;;;;x
crippled_desc;This character suffered a serious injury in the past, and lost usage of a part of his body;Ce personnage a souffert d'une sérieuse blessure par le passé et il a perdu l'usage d'un de ses membres;;;;;;;;;;;;x
hunting;Hunting;A la chasse;;;;;;;;;;;;x
hunting_desc;This character is on a hunt at the moment;Ce personnage est actuellement en train de chasser;;;;;;;;;;;;x
captain;Captain;Capitaine de la garde;;;;;;;;;;;;x
captain_desc;The commander of the household guard;Ce personnage commande la garde;;;;;;;;;;;;x
rainbowguard;Rainbow guard;Garde Arc-en-Ciel;;;;;;;;;;;;x
rainbowguard_desc;This man has sworn his life to protect Renly Baratheon;Cet homme a fait le serment de dédier sa vie à la protection de Renly Baratheon;;;;;;;;;;;;x
EVTDESCmisc_traits.33;You hear rumors, that people are mocking the way you dress... They say you spend far too much time choosing what to wear. Some have even went so far as to accuse you of behaving in a womanly manner.;Vous avez entendu dire que les gens se moquaient de la façon dont vous vous habiller... Ils disent que vous passez bien trop de temps à choisir ce que vous allez porter. Certains vont même jusqu'à affirmer que vous manquez de virilité.;;;;;;;;;;;;x
EVTOPTAmisc_traits.33;You shrug it off;Vous l'ignoriez;;;;;;;;;;;;x
EVTOPTBmisc_traits.33;You change the way you dress;Vous changez votre façon de vous habiller;;;;;;;;;;;;x
EVTOPTCmisc_traits.33;You confront the rumors publicly;Vous démentez les rumeurs publiquement;;;;;;;;;;;;x
EVTDESCmisc_traits.34;Your marshal has some new ideas that are in direct contrast to your previous orders...;Votre maître d'armes a de nouvelles idées qui vont à l'encontre des ordres que vous avez donné...;;;;;;;;;;;;x
EVTOPTAmisc_traits.34;How dares he question me!;Comment ose-t-il remettre en cause mes décision ?;;;;;;;;;;;;x
EVTOPTBmisc_traits.34;You adopt them;Vous les adoptez;;;;;;;;;;;;x
EVTDESC38324;People find you abrupt and abrasive, you have gained the rude trait.;Les gens vous trouvent brusque et abrasif, vous avez gagné le trait rude.;;;;;;;;;;;;x
EVTDESC38325;Fine clothes and ornaments have lost their appeal, and people no longer see you as a trend setter. You have lost the fashionable trait.;Vos fins ornements et vos beaux vêtements ont perdu de leur attait et les gens ne vous voient plus comme découvreur de tendance. Vous avez perdu le trait à la mode. ;;;;;;;;;;;;x
EVTDESC38326;[FromFrom.GetFirstName] is becoming abrupt and abrasive, [FromFrom.GetSheHe] has gained the rude trait.;[FromFrom.GetFirstName] devient brusque et abrasif, [FromFrom.GetSheHe] a gagné le trait grossier.;;;;;;;;;;;;x
pater_noctis;Pater Noctis;;;;;;;;;;;;;x
pater_noctis_desc;This character is considered to have the blood of Pater Noctis, a living incarnation of the Father of the Night. Should they ever dare to reject this holy lineage, the consequences would be most dire indeed.;;;;;;;;;;;;;x
secretly_antinomian;Secretly Antinomian;;;;;;;;;;;x
secretly_antinomian_desc;This character is secretly following the Antinomian religion.;;;;;;;;;;;x
secretly_aten;Secretly Atenist;;;;;;;;;;;x
secretly_aten_desc;This character is secretly following the Atenist religion.;;;;;;;;;;;x
secretly_batembuzi;Secretly Batembuzi;;;;;;;;;;;x
secretly_batembuzi_desc;This character is secretly following the Batembuzi religion.;;;;;;;;;;;x
secretly_bud_bahusrutiya;Secretly Bahusrutiya;;;;;;;;;;;x
secretly_bud_bahusrutiya_desc;This character is secretly following the Bahusrutiya religion.;;;;;;;;;;;x
secretly_bud_mahayana;Secretly Mahayana;;;;;;;;;;;x
secretly_bud_mahayana_desc;This character is secretly following the Mahayana religion.;;;;;;;;;;;x
secretly_cathar;Secretly Cathar;;;;;;;;;;;x
secretly_cathar_desc;This character is secretly following the Cathar religion.;;;;;;;;;;;x
secretly_dionysos;Secretly Dionysian;;;;;;;;;;;x
secretly_dionysos_desc;This character is secretly following the Dionysian religion.;;;;;;;;;;;x
secretly_donatist;Secretly Donatist;;;;;;;;;;;x
secretly_donatist_desc;This character is secretly following the Donatist religion.;;;;;;;;;;;x
secretly_druze;Secretly Druze;;;;;;;;;;;x
secretly_druze_desc;This character is secretly following the Druze religion.;;;;;;;;;;;x
secretly_erlik;Secretly Erliki;;;;;;;;;;;x
secretly_erlik_desc;This character is secretly following the Erliki religion.;;;;;;;;;;;x
secretly_haruri;Secretly Haruri;;;;;;;;;;;x
secretly_haruri_desc;This character is secretly following the Haruri religion.;;;;;;;;;;;x
secretly_hubal;Secretly Hubali;;;;;;;;;;;x
secretly_hubal_desc;This character is secretly following the Hubali religion.;;;;;;;;;;;x
secretly_ibadi;Secretly Ibadi;;;;;;;;;;;x
secretly_ibadi_desc;This character is secretly following the Ibadi religion.;;;;;;;;;;;x
secretly_iconoclast;Secretly Iconoclast;;;;;;;;;;;x
secretly_iconoclast_desc;This character is secretly following the Iconoclast religion.;;;;;;;;;;;x
secretly_illuyanka;Secretly Illuyankan;;;;;;;;;;;x
secretly_illuyanka_desc;This character is secretly following the Illuyankan religion.;;;;;;;;;;;x
secretly_irminsul;Secretly Irminsulic;;;;;;;;;;;x
secretly_irminsul_desc;This character is secretly following the Irminsulic religion.;;;;;;;;;;;x
secretly_jud_sabaoth;Secretly Yahweh Sabaothite;;;;;;;;;;;x
secretly_jud_sabaoth_desc;This character is secretly following the Yahweh Sabaothite religion.;;;;;;;;;;;x
secretly_kharijite;Secretly Kharijite;;;;;;;;;;;x
secretly_kharijite_desc;This character is secretly following the Kharijite religion.;;;;;;;;;;;x
secretly_mand_ruha;Secretly Ruha d-Qudshai;;;;;;;;;;;x
secretly_mand_ruha_desc;This character is secretly following the Ruha d-Qudshai religion.;;;;;;;;;;;x
secretly_mani_ahriman;Secretly Ahrimanic;;;;;;;;;;;x
secretly_mani_ahriman_desc;This character is secretly following the Ahrimanic religion.;;;;;;;;;;;x
secretly_melkite;Secretly Melkite;;;;;;;;;;;x
secretly_melkite_desc;This character is secretly following the Melkite religion.;;;;;;;;;;;x
secretly_montanist;Secretly Montanist;;;;;;;;;;;x
secretly_montanist_desc;This character is secretly following the Montanist religion.;;;;;;;;;;;x
secretly_norse_war;Secretly Ófriðartrívaric;;;;;;;;;;;x
secretly_norse_war_desc;This character is secretly following the Ófriðartrívaric religion.;;;;;;;;;;;x
secretly_pelagian;Secretly Pelagian;;;;;;;;;;;x
secretly_pelagian_desc;This character is secretly following the Pelagian religion.;;;;;;;;;;;x
secretly_plato_christ;Secretly Platonic Christian;;;;;;;;;;;x
secretly_plato_christ_desc;This character is secretly following the Platonic Christian religion.;;;;;;;;;;;x
secretly_plato_islam;Secretly Platonic Islamic;;;;;;;;;;;x
secretly_plato_islam_desc;This character is secretly following the Platonic Islamic religion.;;;;;;;;;;;x
secretly_priscillian;Secretly Priscillian;;;;;;;;;;;x
secretly_priscillian_desc;This character is secretly following the Priscillianic religion.;;;;;;;;;;;x
secretly_qarmatian;Secretly Qarmatian;;;;;;;;;;;x
secretly_qarmatian_desc;This character is secretly following the Qarmatianic religion.;;;;;;;;;;;x
secretly_ragnarok;Secretly Ragnarökic;;;;;;;;;;;x
secretly_ragnarok_desc;This character is secretly following the Ragnarökicic religion.;;;;;;;;;;;x
secretly_saule;Secretly Saulic;;;;;;;;;;;x
secretly_saule_desc;This character is secretly following the Saulicic religion.;;;;;;;;;;;x
secretly_saura;Secretly Saura;;;;;;;;;;;x
secretly_saura_desc;This character is secretly following the Sauraic religion.;;;;;;;;;;;x
secretly_set;Secretly Setite;;;;;;;;;;;x
secretly_set_desc;This character is secretly following the Setiteic religion.;;;;;;;;;;;x
secretly_sol_christ;Secretly Solar-Christian;;;;;;;;;;;x
secretly_sol_christ_desc;This character is secretly following the Solar-Christianic religion.;;;;;;;;;;;x
secretly_sufi;Secretly Sufi;;;;;;;;;;;x
secretly_sufi_desc;This character is secretly following the Sufiic religion.;;;;;;;;;;;x
secretly_tengri_ahriman;Secretly Ahriman Tanrili;;;;;;;;;;;x
secretly_tengri_ahriman_desc;This character is secretly following the Ahriman Tanriliic religion.;;;;;;;;;;;x
secretly_vidharma;Secretly Vaishnava;;;;;;;;;;;x
secretly_vidharma_desc;This character is secretly following the Vaishnavaic religion.;;;;;;;;;;;x
secretly_yahyanism;Secretly Yahyanist;;;;;;;;;;;x
secretly_yahyanism_desc;This character is secretly following the Yahyanist religion.;;;;;;;;;;;x
secretly_zor_angra;Secretly Angra Mainyui;;;;;;;;;;;x
secretly_zor_angra_desc;This character is secretly following the Angra Mainyui religion.;;;;;;;;;;;x
disinherited;Disinherited;;;;;;;;;;;x
disinherited_desc;This character has been disinherited from his family's titles.;;;;;;;;;;;x
cannot_marry;Cannot Marry;;;;;;;;;;;x
cannot_marry_desc;For certain reasons, this character cannot be married.;;;;;;;;;;;x
sick_incapable;Serious Sickness;;;;;;;;;;;x
sick_incapable_desc;This character has a incapacitating sickness, and is fighting for their life.;;;;;;;;;;;x
fertile;Fertile;;;;;;;;;;;x
fertile_desc;This character is blessed with a vigorating energy, primed to start a large family.;;;;;;;;;;;x
tall;Tall;;;;;;;;;;;x
tall_desc;This character is blessed with an advantage in height over their friends and enemies.;;;;;;;;;;;x
calm_voice;Calm Voice;;;;;;;;;;;x
calm_voice_desc;This character is blessed with a calming voice, primed for nurturing and kindness.;;;;;;;;;;;x
imposing;Imposing;;;;;;;;;;;x
imposing_desc;This character is an impressive sight to behold...;;;;;;;;;;;x
powerful_voice;Powerful Voice;;;;;;;;;;;x
powerful_voice_desc;This character speaks with great authority and has the perfect voice of a great king or leader.;;;;;;;;;;;x
melodious_voice;Melodious Voice;;;;;;;;;;;x
melodious_voice_desc;This character's voice carries across the breeze, charming animals and humans alike.;;;;;;;;;;;x
perceptive;Perceptive;;;;;;;;;;;x
perceptive_desc;This character is able to think critically and see beyond today's problems.;;;;;;;;;;;x
agile;Agile;;;;;;;;;;;x
agile_desc;This character is quick on their feet.;;;;;;;;;;;x